transaction_id,account_id,applicant_id,date,description,amount,raw_type,balance_after,true_category
TX-012-00005,AC-012-CUR,APP-012,2026-01-07,LB COUNCIL TAX,-110.0,DD,-81.66,council_tax
TX-012-00028,AC-012-CUR,APP-012,2026-01-07,ODEON,-35.06,DEB,-116.72,entertainment
TX-012-00018,AC-012-CUR,APP-012,2026-01-08,NANDOS,-11.01,DEB,-127.73,dining
TX-012-00021,AC-012-CUR,APP-012,2026-01-08,DELIVEROO,-9.14,DEB,-136.87,dining
TX-012-00006,AC-012-CUR,APP-012,2026-01-10,ADMIRAL INSURANCE,-50.0,DD,-186.87,insurance
TX-012-00008,AC-012-CUR,APP-012,2026-01-10,MORRISONS,-62.2,DEB,-249.07,groceries
TX-012-00012,AC-012-CUR,APP-012,2026-01-13,TRAINLINE,-33.88,DEB,-282.95,transport
TX-012-00016,AC-012-CUR,APP-012,2026-01-13,SPOTIFY,-9.17,DEB,-292.12,subscriptions
TX-012-00027,AC-012-CUR,APP-012,2026-01-14,STEAM GAMES,-20.59,DEB,-312.71,entertainment
TX-012-00013,AC-012-CUR,APP-012,2026-01-15,LENDINGCO REPAYMENT,-1100.0,DD,-1412.71,loan_repayment
TX-012-00015,AC-012-CUR,APP-012,2026-01-16,NETFLIX.COM,-11.75,DEB,-1424.46,subscriptions
TX-012-00009,AC-012-CUR,APP-012,2026-01-17,SAINSBURYS,-65.52,DEB,-1489.98,groceries
TX-012-00014,AC-012-CUR,APP-012,2026-01-17,DISNEY PLUS,-12.58,DEB,-1502.56,subscriptions
TX-012-00011,AC-012-CUR,APP-012,2026-01-18,TFL TRAVEL,-29.33,DEB,-1531.89,transport
TX-012-00024,AC-012-CUR,APP-012,2026-01-18,H AND M,-63.08,DEB,-1594.97,shopping
TX-012-00017,AC-012-CUR,APP-012,2026-01-21,PRET A MANGER,-16.16,DEB,-1611.13,dining
TX-012-00025,AC-012-CUR,APP-012,2026-01-23,H AND M,-64.69,DEB,-1675.82,shopping
TX-012-00010,AC-012-CUR,APP-012,2026-01-24,ALDI,-83.6,DEB,-1759.42,groceries
TX-012-00020,AC-012-CUR,APP-012,2026-01-24,GREGGS,-34.45,DEB,-1793.87,dining
TX-012-00026,AC-012-CUR,APP-012,2026-01-25,H AND M,-36.99,DEB,-1830.86,shopping
TX-012-00001,AC-012-CUR,APP-012,2026-01-28,ACME LTD SALARY,3232.07,BGC,1401.21,income
TX-012-00030,AC-012-CUR,APP-012,2026-02-01,RENT LETTINGS DIRECT,-780.0,DD,621.21,rent_mortgage
TX-012-00035,AC-012-CUR,APP-012,2026-02-03,MORRISONS,-77.19,DEB,544.02,groceries
TX-012-00031,AC-012-CUR,APP-012,2026-02-05,EDF ENERGY,-84.0,DD,460.02,utilities
TX-012-00032,AC-012-CUR,APP-012,2026-02-06,EDF ENERGY,-56.0,DD,404.02,utilities
TX-012-00033,AC-012-CUR,APP-012,2026-02-07,CITY COUNCIL TAX,-110.0,DD,294.02,council_tax
TX-012-00049,AC-012-CUR,APP-012,2026-02-07,H AND M,-30.66,DEB,263.36,shopping
TX-012-00046,AC-012-CUR,APP-012,2026-02-08,GREGGS,-23.08,DEB,240.28,dining
TX-012-00051,AC-012-CUR,APP-012,2026-02-08,STEAM GAMES,-16.01,DEB,224.27,entertainment
TX-012-00034,AC-012-CUR,APP-012,2026-02-10,DIRECT LINE INSURANCE,-50.0,DD,174.27,insurance
TX-012-00036,AC-012-CUR,APP-012,2026-02-10,LIDL,-58.58,DEB,115.69,groceries
TX-012-00052,AC-012-CUR,APP-012,2026-02-10,ODEON,-12.15,DEB,103.54,entertainment
TX-012-00045,AC-012-CUR,APP-012,2026-02-12,GREGGS,-31.26,DEB,72.28,dining
TX-012-00050,AC-012-CUR,APP-012,2026-02-13,ASOS,-62.61,DEB,9.67,shopping
TX-012-00047,AC-012-CUR,APP-012,2026-02-14,PRET A MANGER,-12.87,DEB,-3.2,dining
TX-012-00041,AC-012-CUR,APP-012,2026-02-15,ZOPA LOAN,-1100.0,DD,-1103.2,loan_repayment
TX-012-00039,AC-012-CUR,APP-012,2026-02-16,TFL TRAVEL,-28.21,DEB,-1131.41,transport
TX-012-00042,AC-012-CUR,APP-012,2026-02-16,AMAZON PRIME,-6.98,DEB,-1138.39,subscriptions
TX-012-00044,AC-012-CUR,APP-012,2026-02-16,PRET A MANGER,-34.42,DEB,-1172.81,dining
TX-012-00037,AC-012-CUR,APP-012,2026-02-17,TESCO STORES,-77.8,DEB,-1250.61,groceries
TX-012-00040,AC-012-CUR,APP-012,2026-02-19,STAGECOACH BUS,-41.59,DEB,-1292.2,transport
TX-012-00048,AC-012-CUR,APP-012,2026-02-21,JUST EAT,-24.78,DEB,-1316.98,dining
TX-012-00043,AC-012-CUR,APP-012,2026-02-22,NETFLIX.COM,-11.38,DEB,-1328.36,subscriptions
TX-012-00038,AC-012-CUR,APP-012,2026-02-24,MORRISONS,-69.31,DEB,-1397.67,groceries
TX-012-00029,AC-012-CUR,APP-012,2026-02-28,ACME LTD SALARY,3025.28,BGC,1627.61,income
TX-012-00054,AC-012-CUR,APP-012,2026-03-01,MORTGAGE NATWEST,-780.0,DD,847.61,rent_mortgage
TX-012-00068,AC-012-CUR,APP-012,2026-03-01,PRET A MANGER,-15.97,DEB,831.64,dining
TX-012-00059,AC-012-CUR,APP-012,2026-03-03,MORRISONS,-76.92,DEB,754.72,groceries
TX-012-00071,AC-012-CUR,APP-012,2026-03-03,NANDOS,-14.91,DEB,739.81,dining
TX-012-00067,AC-012-CUR,APP-012,2026-03-04,SPOTIFY,-11.09,DEB,728.72,subscriptions
TX-012-00055,AC-012-CUR,APP-012,2026-03-05,THAMES WATER,-84.0,DD,644.72,utilities
TX-012-00056,AC-012-CUR,APP-012,2026-03-06,OCTOPUS ENERGY,-56.0,DD,588.72,utilities
TX-012-00072,AC-012-CUR,APP-012,2026-03-06,NANDOS,-11.04,DEB,577.68,dining
TX-012-00057,AC-012-CUR,APP-012,2026-03-07,CITY COUNCIL TAX,-110.0,DD,467.68,council_tax
TX-012-00058,AC-012-CUR,APP-012,2026-03-10,AVIVA INSURANCE,-50.0,DD,417.68,insurance
TX-012-00060,AC-012-CUR,APP-012,2026-03-10,ASDA SUPERSTORE,-69.37,DEB,348.31,groceries
TX-012-00074,AC-012-CUR,APP-012,2026-03-11,EBAY,-68.43,DEB,279.88,shopping
TX-012-00070,AC-012-CUR,APP-012,2026-03-13,PRET A MANGER,-20.94,DEB,258.94,dining
TX-012-00073,AC-012-CUR,APP-012,2026-03-14,EBAY,-21.38,DEB,237.56,shopping
TX-012-00065,AC-012-CUR,APP-012,2026-03-15,CARFINANCE 247 LOAN,-1100.0,DD,-862.44,loan_repayment
TX-012-00061,AC-012-CUR,APP-012,2026-03-17,SAINSBURYS,-64.56,DEB,-927.0,groceries
TX-012-00064,AC-012-CUR,APP-012,2026-03-17,TFL TRAVEL,-44.33,DEB,-971.33,transport
TX-012-00069,AC-012-CUR,APP-012,2026-03-18,JUST EAT,-10.35,DEB,-981.68,dining
TX-012-00066,AC-012-CUR,APP-012,2026-03-22,SPOTIFY,-8.35,DEB,-990.03,subscriptions
TX-012-00062,AC-012-CUR,APP-012,2026-03-24,ALDI,-88.23,DEB,-1078.26,groceries
TX-012-00063,AC-012-CUR,APP-012,2026-03-26,SHELL FUEL,-37.54,DEB,-1115.8,transport
TX-012-00053,AC-012-CUR,APP-012,2026-03-28,CARE STAFFING PARTTIME SALARY,3143.27,BGC,2027.47,income
TX-012-00076,AC-012-CUR,APP-012,2026-04-01,RENT LETTINGS DIRECT,-780.0,DD,1247.47,rent_mortgage
TX-012-00081,AC-012-CUR,APP-012,2026-04-03,ASDA SUPERSTORE,-78.4,DEB,1169.07,groceries
TX-012-00096,AC-012-CUR,APP-012,2026-04-03,ARGOS,-15.68,DEB,1153.39,shopping
TX-012-00092,AC-012-CUR,APP-012,2026-04-04,NANDOS,-25.71,DEB,1127.68,dining
TX-012-00077,AC-012-CUR,APP-012,2026-04-05,VODAFONE MOBILE,-84.0,DD,1043.68,utilities
TX-012-00078,AC-012-CUR,APP-012,2026-04-06,EDF ENERGY,-56.0,DD,987.68,utilities
TX-012-00079,AC-012-CUR,APP-012,2026-04-07,LB COUNCIL TAX,-110.0,DD,877.68,council_tax
TX-012-00091,AC-012-CUR,APP-012,2026-04-07,DELIVEROO,-12.98,DEB,864.7,dining
TX-012-00080,AC-012-CUR,APP-012,2026-04-10,AVIVA INSURANCE,-50.0,DD,814.7,insurance
TX-012-00082,AC-012-CUR,APP-012,2026-04-10,SAINSBURYS,-80.97,DEB,733.73,groceries
TX-012-00095,AC-012-CUR,APP-012,2026-04-11,ASOS,-20.41,DEB,713.32,shopping
TX-012-00094,AC-012-CUR,APP-012,2026-04-13,EBAY,-64.46,DEB,648.86,shopping
TX-012-00085,AC-012-CUR,APP-012,2026-04-15,TRAINLINE,-23.09,DEB,625.77,transport
TX-012-00087,AC-012-CUR,APP-012,2026-04-15,ZOPA LOAN,-1100.0,DD,-474.23,loan_repayment
TX-012-00088,AC-012-CUR,APP-012,2026-04-15,DISNEY PLUS,-7.69,DEB,-481.92,subscriptions
TX-012-00083,AC-012-CUR,APP-012,2026-04-17,TESCO STORES,-74.62,DEB,-556.54,groceries
TX-012-00086,AC-012-CUR,APP-012,2026-04-17,TFL TRAVEL,-31.82,DEB,-588.36,transport
TX-012-00090,AC-012-CUR,APP-012,2026-04-20,SPOTIFY,-6.76,DEB,-595.12,subscriptions
TX-012-00093,AC-012-CUR,APP-012,2026-04-21,JUST EAT,-10.57,DEB,-605.69,dining
TX-012-00084,AC-012-CUR,APP-012,2026-04-24,ASDA SUPERSTORE,-80.04,DEB,-685.73,groceries
TX-012-00089,AC-012-CUR,APP-012,2026-04-26,NETFLIX.COM,-10.19,DEB,-695.92,subscriptions
TX-012-00075,AC-012-CUR,APP-012,2026-04-28,BLUEBIRD MEDIA PAYROLL,3180.12,BGC,2484.2,income
TX-012-00098,AC-012-CUR,APP-012,2026-05-01,RENT LETTINGS DIRECT,-780.0,DD,1704.2,rent_mortgage
TX-012-00116,AC-012-CUR,APP-012,2026-05-01,PRET A MANGER,-32.53,DEB,1671.67,dining
TX-012-00126,AC-012-CUR,APP-012,2026-05-02,VUE CINEMA,-14.78,DEB,1656.89,entertainment
TX-012-00103,AC-012-CUR,APP-012,2026-05-03,SAINSBURYS,-73.63,DEB,1583.26,groceries
TX-012-00099,AC-012-CUR,APP-012,2026-05-05,EDF ENERGY,-84.0,DD,1499.26,utilities
TX-012-00100,AC-012-CUR,APP-012,2026-05-06,OCTOPUS ENERGY,-56.0,DD,1443.26,utilities
TX-012-00124,AC-012-CUR,APP-012,2026-05-06,EBAY,-75.11,DEB,1368.15,shopping
TX-012-00101,AC-012-CUR,APP-012,2026-05-07,LB COUNCIL TAX,-110.0,DD,1258.15,council_tax
TX-012-00117,AC-012-CUR,APP-012,2026-05-07,GREGGS,-22.1,DEB,1236.05,dining
TX-012-00115,AC-012-CUR,APP-012,2026-05-08,JUST EAT,-31.57,DEB,1204.48,dining
TX-012-00122,AC-012-CUR,APP-012,2026-05-08,EBAY,-82.47,DEB,1122.01,shopping
TX-012-00102,AC-012-CUR,APP-012,2026-05-10,AVIVA INSURANCE,-50.0,DD,1072.01,insurance
TX-012-00104,AC-012-CUR,APP-012,2026-05-10,LIDL,-58.99,DEB,1013.02,groceries
TX-012-00121,AC-012-CUR,APP-012,2026-05-11,ARGOS,-46.91,DEB,966.11,shopping
TX-012-00110,AC-012-CUR,APP-012,2026-05-12,TRAINLINE,-46.4,DEB,919.71,transport
TX-012-00109,AC-012-CUR,APP-012,2026-05-13,TFL TRAVEL,-41.55,DEB,878.16,transport
TX-012-00114,AC-012-CUR,APP-012,2026-05-13,NETFLIX.COM,-8.92,DEB,869.24,subscriptions
TX-012-00119,AC-012-CUR,APP-012,2026-05-13,JUST EAT,-15.8,DEB,853.44,dining
TX-012-00107,AC-012-CUR,APP-012,2026-05-14,SHELL FUEL,-31.47,DEB,821.97,transport
TX-012-00112,AC-012-CUR,APP-012,2026-05-14,DISNEY PLUS,-10.78,DEB,811.19,subscriptions
TX-012-00118,AC-012-CUR,APP-012,2026-05-14,DELIVEROO,-12.38,DEB,798.81,dining
TX-012-00123,AC-012-CUR,APP-012,2026-05-14,ARGOS,-37.03,DEB,761.78,shopping
TX-012-00111,AC-012-CUR,APP-012,2026-05-15,CARFINANCE 247 LOAN,-1100.0,DD,-338.22,loan_repayment
TX-012-00125,AC-012-CUR,APP-012,2026-05-16,ODEON,-27.06,DEB,-365.28,entertainment
TX-012-00105,AC-012-CUR,APP-012,2026-05-17,MORRISONS,-61.24,DEB,-426.52,groceries
TX-012-00120,AC-012-CUR,APP-012,2026-05-17,NANDOS,-19.55,DEB,-446.07,dining
TX-012-00113,AC-012-CUR,APP-012,2026-05-20,SPOTIFY,-12.47,DEB,-458.54,subscriptions
TX-012-00108,AC-012-CUR,APP-012,2026-05-22,SHELL FUEL,-37.25,DEB,-495.79,transport
TX-012-00106,AC-012-CUR,APP-012,2026-05-24,ALDI,-49.81,DEB,-545.6,groceries
TX-012-00097,AC-012-CUR,APP-012,2026-05-28,NORTHWIND PLC SALARY,3219.99,BGC,2674.39,income
TX-012-00128,AC-012-CUR,APP-012,2026-06-01,RENT PROPERTYCO,-780.0,DD,1894.39,rent_mortgage
TX-012-00138,AC-012-CUR,APP-012,2026-06-01,TFL TRAVEL,-29.56,DEB,1864.83,transport
TX-012-00144,AC-012-CUR,APP-012,2026-06-02,JUST EAT,-34.43,DEB,1830.4,dining
TX-012-00133,AC-012-CUR,APP-012,2026-06-03,ASDA SUPERSTORE,-45.94,DEB,1784.46,groceries
TX-012-00137,AC-012-CUR,APP-012,2026-06-03,SHELL FUEL,-24.57,DEB,1759.89,transport
TX-012-00148,AC-012-CUR,APP-012,2026-06-04,H AND M,-72.87,DEB,1687.02,shopping
TX-012-00129,AC-012-CUR,APP-012,2026-06-05,OCTOPUS ENERGY,-84.0,DD,1603.02,utilities
TX-012-00130,AC-012-CUR,APP-012,2026-06-06,THAMES WATER,-56.0,DD,1547.02,utilities
TX-012-00143,AC-012-CUR,APP-012,2026-06-06,JUST EAT,-12.79,DEB,1534.23,dining
TX-012-00131,AC-012-CUR,APP-012,2026-06-07,LB COUNCIL TAX,-110.0,DD,1424.23,council_tax
TX-012-00132,AC-012-CUR,APP-012,2026-06-10,ADMIRAL INSURANCE,-50.0,DD,1374.23,insurance
TX-012-00134,AC-012-CUR,APP-012,2026-06-10,TESCO STORES,-85.98,DEB,1288.25,groceries
TX-012-00141,AC-012-CUR,APP-012,2026-06-13,AMAZON PRIME,-6.27,DEB,1281.98,subscriptions
TX-012-00140,AC-012-CUR,APP-012,2026-06-15,ZOPA LOAN,-1100.0,DD,181.98,loan_repayment
TX-012-00145,AC-012-CUR,APP-012,2026-06-15,NANDOS,-30.7,DEB,151.28,dining
TX-012-00146,AC-012-CUR,APP-012,2026-06-15,EBAY,-35.44,DEB,115.84,shopping
TX-012-00135,AC-012-CUR,APP-012,2026-06-17,TESCO STORES,-73.37,DEB,42.47,groceries
TX-012-00139,AC-012-CUR,APP-012,2026-06-17,TFL TRAVEL,-32.34,DEB,10.13,transport
TX-012-00142,AC-012-CUR,APP-012,2026-06-18,NETFLIX.COM,-11.45,DEB,-1.32,subscriptions
TX-012-00147,AC-012-CUR,APP-012,2026-06-18,AMAZON.CO.UK,-41.92,DEB,-43.24,shopping
TX-012-00136,AC-012-CUR,APP-012,2026-06-24,MORRISONS,-65.07,DEB,-108.31,groceries
TX-012-00127,AC-012-CUR,APP-012,2026-06-28,NORTHWIND PLC SALARY,3316.88,BGC,3208.57,income
TX-013-00002,AC-013-CUR,APP-013,2026-01-01,DWP UNIVERSAL CREDIT,1000.0,FPI,1817.13,benefits
TX-013-00003,AC-013-CUR,APP-013,2026-01-01,MORTGAGE NATWEST,-700.0,DD,1117.13,rent_mortgage
TX-013-00008,AC-013-CUR,APP-013,2026-01-03,LIDL,-55.81,DEB,1061.32,groceries
TX-013-00019,AC-013-CUR,APP-013,2026-01-04,JUST EAT,-30.36,DEB,1030.96,dining
TX-013-00023,AC-013-CUR,APP-013,2026-01-04,PAYPAL *MRKTPLC 8821,-29.46,DEB,1001.5,shopping
TX-013-00004,AC-013-CUR,APP-013,2026-01-05,VODAFONE MOBILE,-90.0,DD,911.5,utilities
TX-013-00018,AC-013-CUR,APP-013,2026-01-05,PRET A MANGER,-28.32,DEB,883.18,dining
TX-013-00005,AC-013-CUR,APP-013,2026-01-06,OCTOPUS ENERGY,-60.0,DD,823.18,utilities
TX-013-00016,AC-013-CUR,APP-013,2026-01-06,NANDOS,-22.18,DEB,801.0,dining
TX-013-00006,AC-013-CUR,APP-013,2026-01-07,LB COUNCIL TAX,-90.0,DD,711.0,council_tax
TX-013-00007,AC-013-CUR,APP-013,2026-01-10,AVIVA INSURANCE,-40.0,DD,671.0,insurance
TX-013-00009,AC-013-CUR,APP-013,2026-01-10,TESCO STORES,-67.24,DEB,603.76,groceries
TX-013-00012,AC-013-CUR,APP-013,2026-01-11,TRAINLINE,-16.7,DEB,587.06,transport
TX-013-00017,AC-013-CUR,APP-013,2026-01-12,NANDOS,-20.87,DEB,566.19,dining
TX-013-00022,AC-013-CUR,APP-013,2026-01-16,ASOS,-62.98,DEB,503.21,shopping
TX-013-00010,AC-013-CUR,APP-013,2026-01-17,TESCO STORES,-67.1,DEB,436.11,groceries
TX-013-00021,AC-013-CUR,APP-013,2026-01-18,ASOS,-77.43,DEB,358.68,shopping
TX-013-00015,AC-013-CUR,APP-013,2026-01-21,NETFLIX.COM,-10.26,DEB,348.42,subscriptions
TX-013-00013,AC-013-CUR,APP-013,2026-01-23,SHELL FUEL,-25.46,DEB,322.96,transport
TX-013-00014,AC-013-CUR,APP-013,2026-01-23,NETFLIX.COM,-8.72,DEB,314.24,subscriptions
TX-013-00011,AC-013-CUR,APP-013,2026-01-24,SAINSBURYS,-75.95,DEB,238.29,groceries
TX-013-00020,AC-013-CUR,APP-013,2026-01-25,AMAZON.CO.UK,-75.93,DEB,162.36,shopping
TX-013-00001,AC-013-CUR,APP-013,2026-01-28,BLUEBIRD MEDIA PAYROLL,814.61,BGC,976.97,income
TX-013-00025,AC-013-CUR,APP-013,2026-02-01,DWP UC PAYMENT,1000.0,FPI,1976.97,benefits
TX-013-00026,AC-013-CUR,APP-013,2026-02-01,MORTGAGE NATWEST,-700.0,DD,1276.97,rent_mortgage
TX-013-00040,AC-013-CUR,APP-013,2026-02-01,DISNEY PLUS,-11.52,DEB,1265.45,subscriptions
TX-013-00031,AC-013-CUR,APP-013,2026-02-03,SAINSBURYS,-55.14,DEB,1210.31,groceries
TX-013-00035,AC-013-CUR,APP-013,2026-02-03,STAGECOACH BUS,-23.56,DEB,1186.75,transport
TX-013-00027,AC-013-CUR,APP-013,2026-02-05,BT BROADBAND,-90.0,DD,1096.75,utilities
TX-013-00042,AC-013-CUR,APP-013,2026-02-05,NANDOS,-8.12,DEB,1088.63,dining
TX-013-00028,AC-013-CUR,APP-013,2026-02-06,EDF ENERGY,-60.0,DD,1028.63,utilities
TX-013-00038,AC-013-CUR,APP-013,2026-02-06,SPOTIFY,-10.45,DEB,1018.18,subscriptions
TX-013-00029,AC-013-CUR,APP-013,2026-02-07,LB COUNCIL TAX,-90.0,DD,928.18,council_tax
TX-013-00046,AC-013-CUR,APP-013,2026-02-08,EBAY,-15.1,DEB,913.08,shopping
TX-013-00030,AC-013-CUR,APP-013,2026-02-10,AVIVA INSURANCE,-40.0,DD,873.08,insurance
TX-013-00032,AC-013-CUR,APP-013,2026-02-10,ALDI,-55.4,DEB,817.68,groceries
TX-013-00043,AC-013-CUR,APP-013,2026-02-11,JUST EAT,-26.81,DEB,790.87,dining
TX-013-00033,AC-013-CUR,APP-013,2026-02-17,ALDI,-74.22,DEB,716.65,groceries
TX-013-00037,AC-013-CUR,APP-013,2026-02-19,TRAINLINE,-19.17,DEB,697.48,transport
TX-013-00044,AC-013-CUR,APP-013,2026-02-19,H AND M,-55.84,DEB,641.64,shopping
TX-013-00047,AC-013-CUR,APP-013,2026-02-19,STEAM GAMES,-29.31,DEB,612.33,entertainment
TX-013-00039,AC-013-CUR,APP-013,2026-02-20,NETFLIX.COM,-11.87,DEB,600.46,subscriptions
TX-013-00041,AC-013-CUR,APP-013,2026-02-23,DELIVEROO,-25.16,DEB,575.3,dining
TX-013-00034,AC-013-CUR,APP-013,2026-02-24,TESCO STORES,-76.72,DEB,498.58,groceries
TX-013-00036,AC-013-CUR,APP-013,2026-02-26,SHELL FUEL,-21.51,DEB,477.07,transport
TX-013-00045,AC-013-CUR,APP-013,2026-02-26,H AND M,-65.43,DEB,411.64,shopping
TX-013-00024,AC-013-CUR,APP-013,2026-02-28,NORTHWIND PLC SALARY,757.03,BGC,1168.67,income
TX-013-00049,AC-013-CUR,APP-013,2026-03-01,DWP UNIVERSAL CREDIT,1000.0,FPI,2168.67,benefits
TX-013-00050,AC-013-CUR,APP-013,2026-03-01,RENT LETTINGS DIRECT,-700.0,DD,1468.67,rent_mortgage
TX-013-00061,AC-013-CUR,APP-013,2026-03-01,SPOTIFY,-7.98,DEB,1460.69,subscriptions
TX-013-00068,AC-013-CUR,APP-013,2026-03-02,JUST EAT,-28.97,DEB,1431.72,dining
TX-013-00055,AC-013-CUR,APP-013,2026-03-03,LIDL,-71.35,DEB,1360.37,groceries
TX-013-00066,AC-013-CUR,APP-013,2026-03-03,GREGGS,-10.82,DEB,1349.55,dining
TX-013-00051,AC-013-CUR,APP-013,2026-03-05,EDF ENERGY,-90.0,DD,1259.55,utilities
TX-013-00052,AC-013-CUR,APP-013,2026-03-06,VODAFONE MOBILE,-60.0,DD,1199.55,utilities
TX-013-00053,AC-013-CUR,APP-013,2026-03-07,CITY COUNCIL TAX,-90.0,DD,1109.55,council_tax
TX-013-00065,AC-013-CUR,APP-013,2026-03-08,PRET A MANGER,-19.77,DEB,1089.78,dining
TX-013-00054,AC-013-CUR,APP-013,2026-03-10,AVIVA INSURANCE,-40.0,DD,1049.78,insurance
TX-013-00056,AC-013-CUR,APP-013,2026-03-10,CRV*4419 STORE 88 LEEDS,-66.1,DEB,983.68,groceries
TX-013-00072,AC-013-CUR,APP-013,2026-03-10,ASOS,-29.25,DEB,954.43,shopping
TX-013-00070,AC-013-CUR,APP-013,2026-03-11,ASOS,-15.88,DEB,938.55,shopping
TX-013-00064,AC-013-CUR,APP-013,2026-03-12,JUST EAT,-14.58,DEB,923.97,dining
TX-013-00071,AC-013-CUR,APP-013,2026-03-14,ARGOS,-54.9,DEB,869.07,shopping
TX-013-00060,AC-013-CUR,APP-013,2026-03-16,TRAINLINE,-21.87,DEB,847.2,transport
TX-013-00067,AC-013-CUR,APP-013,2026-03-16,GREGGS,-29.97,DEB,817.23,dining
TX-013-00057,AC-013-CUR,APP-013,2026-03-17,ALDI,-54.6,DEB,762.63,groceries
TX-013-00059,AC-013-CUR,APP-013,2026-03-19,SHELL FUEL,-20.1,DEB,742.53,transport
TX-013-00062,AC-013-CUR,APP-013,2026-03-20,DISNEY PLUS,-8.41,DEB,734.12,subscriptions
TX-013-00069,AC-013-CUR,APP-013,2026-03-20,H AND M,-65.14,DEB,668.98,shopping
TX-013-00063,AC-013-CUR,APP-013,2026-03-21,SPOTIFY,-6.29,DEB,662.69,subscriptions
TX-013-00058,AC-013-CUR,APP-013,2026-03-24,SAINSBURYS,-63.09,DEB,599.6,groceries
TX-013-00048,AC-013-CUR,APP-013,2026-03-28,ACME LTD SALARY,765.77,BGC,1365.37,income
TX-013-00074,AC-013-CUR,APP-013,2026-04-01,DWP UC PAYMENT,1000.0,FPI,2365.37,benefits
TX-013-00075,AC-013-CUR,APP-013,2026-04-01,RENT PROPERTYCO,-700.0,DD,1665.37,rent_mortgage
TX-013-00086,AC-013-CUR,APP-013,2026-04-01,TFL TRAVEL,-24.68,DEB,1640.69,transport
TX-013-00080,AC-013-CUR,APP-013,2026-04-03,CRV*4419 STORE 88 LEEDS,-61.38,DEB,1579.31,groceries
TX-013-00076,AC-013-CUR,APP-013,2026-04-05,VODAFONE MOBILE,-90.0,DD,1489.31,utilities
TX-013-00087,AC-013-CUR,APP-013,2026-04-05,TFL TRAVEL,-22.64,DEB,1466.67,transport
TX-013-00077,AC-013-CUR,APP-013,2026-04-06,EDF ENERGY,-60.0,DD,1406.67,utilities
TX-013-00097,AC-013-CUR,APP-013,2026-04-06,STEAM GAMES,-37.16,DEB,1369.51,entertainment
TX-013-00078,AC-013-CUR,APP-013,2026-04-07,CITY COUNCIL TAX,-90.0,DD,1279.51,council_tax
TX-013-00089,AC-013-CUR,APP-013,2026-04-07,NETFLIX.COM,-9.12,DEB,1270.39,subscriptions
TX-013-00091,AC-013-CUR,APP-013,2026-04-07,JUST EAT,-22.06,DEB,1248.33,dining
TX-013-00088,AC-013-CUR,APP-013,2026-04-09,AMAZON PRIME,-10.36,DEB,1237.97,subscriptions
TX-013-00079,AC-013-CUR,APP-013,2026-04-10,AVIVA INSURANCE,-40.0,DD,1197.97,insurance
TX-013-00081,AC-013-CUR,APP-013,2026-04-10,LIDL,-62.4,DEB,1135.57,groceries
TX-013-00090,AC-013-CUR,APP-013,2026-04-11,DISNEY PLUS,-8.54,DEB,1127.03,subscriptions
TX-013-00085,AC-013-CUR,APP-013,2026-04-13,STAGECOACH BUS,-18.21,DEB,1108.82,transport
TX-013-00095,AC-013-CUR,APP-013,2026-04-14,EBAY,-42.69,DEB,1066.13,shopping
TX-013-00094,AC-013-CUR,APP-013,2026-04-15,AMAZON.CO.UK,-42.31,DEB,1023.82,shopping
TX-013-00082,AC-013-CUR,APP-013,2026-04-17,MORRISONS,-59.45,DEB,964.37,groceries
TX-013-00084,AC-013-CUR,APP-013,2026-04-19,TFL TRAVEL,-22.7,DEB,941.67,transport
TX-013-00092,AC-013-CUR,APP-013,2026-04-22,JUST EAT,-34.96,DEB,906.71,dining
TX-013-00083,AC-013-CUR,APP-013,2026-04-24,TESCO STORES,-53.34,DEB,853.37,groceries
TX-013-00093,AC-013-CUR,APP-013,2026-04-26,DELIVEROO,-20.31,DEB,833.06,dining
TX-013-00096,AC-013-CUR,APP-013,2026-04-26,AMAZON.CO.UK,-64.71,DEB,768.35,shopping
TX-013-00073,AC-013-CUR,APP-013,2026-04-28,BLUEBIRD MEDIA PAYROLL,805.06,BGC,1573.41,income
TX-013-00099,AC-013-CUR,APP-013,2026-05-01,DWP UNIVERSAL CREDIT,1000.0,FPI,2573.41,benefits
TX-013-00100,AC-013-CUR,APP-013,2026-05-01,RENT PROPERTYCO,-700.0,DD,1873.41,rent_mortgage
TX-013-00105,AC-013-CUR,APP-013,2026-05-03,LIDL,-78.87,DEB,1794.54,groceries
TX-013-00114,AC-013-CUR,APP-013,2026-05-03,JUST EAT,-30.86,DEB,1763.68,dining
TX-013-00123,AC-013-CUR,APP-013,2026-05-03,VUE CINEMA,-9.13,DEB,1754.55,entertainment
TX-013-00101,AC-013-CUR,APP-013,2026-05-05,BRITISH GAS,-90.0,DD,1664.55,utilities
TX-013-00119,AC-013-CUR,APP-013,2026-05-05,ASOS,-19.45,DEB,1645.1,shopping
TX-013-00102,AC-013-CUR,APP-013,2026-05-06,OCTOPUS ENERGY,-60.0,DD,1585.1,utilities
TX-013-00103,AC-013-CUR,APP-013,2026-05-07,CITY COUNCIL TAX,-90.0,DD,1495.1,council_tax
TX-013-00115,AC-013-CUR,APP-013,2026-05-08,JUST EAT,-16.63,DEB,1478.47,dining
TX-013-00112,AC-013-CUR,APP-013,2026-05-09,DISNEY PLUS,-12.25,DEB,1466.22,subscriptions
